CLI Config ID,Release Config ID,Firmware Type,Title,Flash Vendor,Flash Geometry,Flash Type,Flash Part Number,Package Type,Package Count,Package Density,Package Die Count,Raw Capacity,User Capacity,512 LBA Count,512 Plus DIF LBA Count,520 LBA Count,524 LBA Count,4096 LBA Count,4096 Plus DIF LBA Count,Non 512 Sector Size,RAISE ON,Version Demo,Version Release,Topology ID,SATA Speed,Write IOPs,Firmware Fuse(?),Industrial Features,CLI Build ID,Release Build ID,Valid Flag,Release Status,Firmware Worksheet,Parent Folder
C20001,20001,SF-2141,SF-2141 24GB Intel25 ccMLC TSOP 3xJS29F64G08ACME2 (RAISE OFF),Intel,25,ccMLC,JS29F64G08ACME2,TSOP,3,64,5260371,24,24,46905264,0,0,0,0,0,0,False,Beta2,MP1,1Q-1C-1D-3L,3,10000,65280,0,PP-C00419,PP-R00419,1,External,Universal,SF-2281_Board
C20002,20002,SF-2141,SF-2141 32GB Intel25 ccMLC TSOP 4xJS29F64G08ACME2 (RAISE OFF),Intel,25,ccMLC,JS29F64G08ACME2,TSOP,4,64,5260371,32,32,62533296,0,0,0,0,0,0,False,Beta2,MP1,1Q-1C-1D-4L,3,10000,65280,0,PP-C00420,PP-R00420,1,External,Universal,SF-2281_Board
C20003,20003,SF-2141,SF-2141 48GB Intel25 ccMLC TSOP 6xJS29F64G08ACME2 (RAISE OFF),Intel,25,ccMLC,JS29F64G08ACME2,TSOP,6,64,5260371,48,48,93789360,0,0,0,0,0,0,False,Beta2,MP1,1Q-2C-1D-3L-S,3,10000,65280,0,PP-C00485,PP-R00485,1,External,Universal,SF-2281_Board
C20004,20004,SF-2141,SF-2141 64GB Intel25 ccMLC TSOP 8xJS29F64G08ACME2 (RAISE OFF),Intel,25,ccMLC,JS29F64G08ACME2,TSOP,8,64,5260371,64,64,125045424,0,0,0,0,0,0,False,Beta2,MP1,1Q-2C-1D-4L-S,3,10000,65280,0,PP-C00486,PP-R00486,1,External,Universal,SF-2281_Board
C20005,20005,SF-2141,SF-2141 48GB Intel25 ccMLC TSOP 3xJS29F16B08CCME2 (RAISE OFF),Intel,25,ccMLC,JS29F16B08CCME2,TSOP,3,128,5260356,48,48,93789360,0,0,0,0,0,0,False,Beta2,MP1,1Q-2C-1D-3L,3,10000,65280,0,PP-C00423,PP-R00423,1,External,Universal,SF-2281_Board
C20006,20006,SF-2141,SF-2141 64GB Intel25 ccMLC TSOP 4xJS29F16B08CCME2 (RAISE OFF),Intel,25,ccMLC,JS29F16B08CCME2,TSOP,4,128,5260356,64,64,125045424,0,0,0,0,0,0,False,Beta2,MP1,1Q-2C-1D-4L,3,10000,65280,0,PP-C00424,PP-R00424,1,External,Universal,SF-2281_Board
C20007,20007,SF-2141,SF-2141 24GB Intel25 MLC TSOP 3xJS29F64G08AAME1 (RAISE OFF),Intel,25,MLC,JS29F64G08AAME1,TSOP,3,64,5260371,24,24,46905264,0,0,0,0,0,0,False,RC1,TBD,1Q-1C-1D-3L,3,10000,65280,0,PP-C00686,PP-R00686,1,External,Universal,SF-2281_Board
C20008,20008,SF-2141,SF-2141 32GB Intel25 MLC TSOP 4xJS29F64G08AAME1 (RAISE OFF),Intel,25,MLC,JS29F64G08AAME1,TSOP,4,64,5260371,32,32,62533296,0,0,0,0,0,0,False,RC1,TBD,1Q-1C-1D-4L,3,10000,65280,0,PP-C00687,PP-R00687,1,External,Universal,SF-2281_Board
C20009,20009,SF-2141,SF-2141 48GB Intel25 MLC TSOP 6xJS29F64G08AAME1 (RAISE OFF),Intel,25,MLC,JS29F64G08AAME1,TSOP,6,64,5260371,48,48,93789360,0,0,0,0,0,0,False,RC1,TBD,1Q-2C-1D-3L-S,3,10000,65280,0,PP-C00700,PP-R00700,1,External,Universal,SF-2281_Board
C20010,20010,SF-2141,SF-2141 64GB Intel25 MLC TSOP 8xJS29F64G08AAME1 (RAISE OFF),Intel,25,MLC,JS29F64G08AAME1,TSOP,8,64,5260371,64,64,125045424,0,0,0,0,0,0,False,RC1,TBD,1Q-2C-1D-4L-S,3,10000,65280,0,PP-C00701,PP-R00701,1,External,Universal,SF-2281_Board
C20011,20011,SF-2141,SF-2141 48GB Intel25 MLC TSOP 3xJS29F16B08CAME1 (RAISE OFF),Intel,25,MLC,JS29F16B08CAME1,TSOP,3,128,5260356,48,48,93789360,0,0,0,0,0,0,False,RC1,TBD,1Q-2C-1D-3L,3,10000,65280,0,PP-C00686,PP-R00686,1,External,Universal,SF-2281_Board
C20012,20012,SF-2141,SF-2141 64GB Intel25 MLC TSOP 4xJS29F16B08CAME1 (RAISE OFF),Intel,25,MLC,JS29F16B08CAME1,TSOP,4,128,5260356,64,64,125045424,0,0,0,0,0,0,False,RC1,TBD,1Q-2C-1D-4L,3,10000,65280,0,PP-C00691,PP-R00691,1,External,Universal,SF-2281_Board
C20013,20013,SF-2141,SF-2141 16GB Toshiba32 MLC LGA 2xTH58NVG6D2FLA49 (RAISE OFF),Toshiba,32,MLC,TH58NVG6D2FLA49,LGA,2,64,5260356,16,16,31277232,0,0,0,0,0,0,False,MP1p1,TBD,1Q-1C-1D-4L,3,10000,65280,0,PP-C00742,PP-R00742,1,External,Universal,SF-2281_Board
C20014,20014,SF-2141,SF-2141 12GB Toshiba32 MLC LGA 2xTH58NVG6D2FLA49,Toshiba,32,MLC,TH58NVG6D2FLA49,LGA,2,64,5260356,16,12,23463216,0,0,0,0,0,0,True,MP1p1,TBD,1Q-1C-1D-4L,3,10000,65280,0,PP-C00742,PP-R00742,1,External,Universal,SF-2281_Board
C20015,20015,SF-2141,SF-2141 32GB Micron25 MLC BGA 4xMT29F64G08CBCABH1 (RAISE OFF),Micron,25,MLC,MT29F64G08CBCABH1,BGA,4,64,5260371,32,32,62533296,0,0,0,0,0,0,False,MP1p1,MP1p1,1Q-1C-1D-4L,3,10000,65280,0,PP-C00434,PP-R00434,1,External,Universal,SF-2281_Board
C20016,20016,SF-2141,SF-2141 64GB Micron25 MLC TSOP 4xMT29F128G08CFAABWP (RAISE OFF),Micron,25,MLC,MT29F128G08CFAABWP,TSOP,4,128,5260356,64,64,125045424,0,0,0,0,0,0,False,MP1p1,MP1p1,1Q-2C-1D-4L,3,10000,65280,0,PP-C00435,PP-R00435,1,External,Universal,SF-2281_Board
C20017,20017,SF-2141,SF-2141 32GB Micron25 MLC TSOP 4xMT29F64G08CFACBWP (RAISE OFF),Micron,25,MLC,MT29F64G08CFACBWP,TSOP,4,64,5260356,32,32,62533296,0,0,0,0,0,0,False,TBD,TBD,1Q-2C-1D-4L,3,10000,65280,0,PP-C01632,PP-R01632,1,External,Universal,SF-2281_Board
C20018,20018,SF-2141,SF-2141 32GB Intel25 eMLC BGA 2xPF29F16B16MCME1 (RAISE OFF),Intel,25,eMLC,PF29F16B16MCME1,BGA,2,128,5260356,32,32,62533296,0,0,0,0,0,0,False,MP1p1,MP2,1Q-1C-1D-4L,3,10000,65280,0,PP-C00774,PP-R00774,1,External,Universal,SF-2281_Board
C20019,20019,SF-2141,SF-2141 64GB Intel25 eMLC BGA 4xPF29F16B16MCME1 (RAISE OFF),Intel,25,eMLC,PF29F16B16MCME1,BGA,4,128,5260356,64,64,125045424,0,0,0,0,0,0,False,MP1p1,MP2,1Q-2C-1D-4L,3,10000,65280,0,PP-C00775,PP-R00775,1,External,Universal,SF-2281_Board
C20020,20020,SF-2141,SF-2141 64GB Intel25 eMLC BGA 2xPF29F32B16NCME1 (RAISE OFF),Intel,25,eMLC,PF29F32B16NCME1,BGA,2,256,5260369,64,64,125045424,0,0,0,0,0,0,False,MP1p1,MP2,1Q-2C-1D-4L,3,10000,65280,0,PP-C00775,PP-R00775,1,External,Universal,SF-2281_Board
C20021,20021,SF-2141,SF-2141 32GB Micron25 MLC BGA 2xMT29F128G08CECABH1 (RAISE OFF),Micron,25,MLC,MT29F128G08CECABH1,BGA,2,128,5260356,32,32,62533296,0,0,0,0,0,0,False,MP1p1,MP2,1Q-1C-1D-4L,3,10000,65280,0,PP-C00776,PP-R00776,1,External,Universal,SF-2281_Board
C20022,20022,SF-2141,SF-2141 64GB Micron25 MLC BGA 2xMT29F256G08CMCABH2 (RAISE OFF),Micron,25,MLC,MT29F256G08CMCABH2,BGA,2,256,5260369,64,64,125045424,0,0,0,0,0,0,False,MP1p1,MP2,1Q-2C-1D-4L,3,10000,65280,0,PP-C00777,PP-R00777,1,External,Universal,SF-2281_Board
C20023,20023,SF-2141,SF-2141 16GB Intel25 SLC BGA 2xPF29F64G16MCNE2 (RAISE OFF),Intel,25,SLC,PF29F64G16MCNE2,BGA,2,64,5260356,16,16,31277232,0,0,0,0,0,0,False,MP1p1,MP2,1Q-1C-1D-4L,3,10000,65280,0,PP-C00795,PP-R00795,1,External,Universal,SF-2281_Board
C20024,20024,SF-2141,SF-2141 32GB Intel25 SLC BGA 4xPF29F64G16MCNE2 (RAISE OFF),Intel,25,SLC,PF29F64G16MCNE2,BGA,4,64,5260356,32,32,62533296,0,0,0,0,0,0,False,MP1p1,MP2,1Q-2C-1D-4L,3,10000,65280,0,PP-C00796,PP-R00796,1,External,Universal,SF-2281_Board
C20025,20025,SF-2141,SF-2141 64GB Intel25 SLC BGA 8xPF29F64G16MCNE2 (RAISE OFF),Intel,25,SLC,PF29F64G16MCNE2,BGA,8,64,5260356,64,64,125045424,0,0,0,0,0,0,False,MP1p1,MP2,1Q-4C-1D-4L,3,10000,65280,0,PP-C00797,PP-R00797,1,External,Universal,SF-2281_Board
C20026,20026,SF-2141,SF-2141 32GB Intel25 SLC BGA 2xPF29F16B16NCNE2 (RAISE OFF),Intel,25,SLC,PF29F16B16NCNE2,BGA,2,128,5260369,32,32,62533296,0,0,0,0,0,0,False,MP1p1,MP2,1Q-2C-1D-4L,3,10000,65280,0,PP-C00796,PP-R00796,1,External,Universal,SF-2281_Board
C20027,20027,SF-2141,SF-2141 64GB Intel25 SLC BGA 4xPF29F16B16NCNE2 (RAISE OFF),Intel,25,SLC,PF29F16B16NCNE2,BGA,4,128,5260369,64,64,125045424,0,0,0,0,0,0,False,MP1p1,MP2,1Q-4C-1D-4L,3,10000,65280,0,PP-C00797,PP-R00797,1,External,Universal,SF-2281_Board
C20028,20028,SF-2141,SF-2141 32GB Toshiba24 MLC BGA 2xTH58TEG7D2HBA4C (RAISE OFF),Toshiba,24,MLC,TH58TEG7D2HBA4C,BGA,2,128,5260356,32,32,62533296,0,0,0,0,0,0,False,MP3,MP3,1Q-1C-1D-4L,3,10000,65280,0,PP-C00877,PP-R00877,1,External,Universal,SF-2281_Board
C20029,20029,SF-2141,SF-2141 55GB Toshiba24 MLC BGA 4xTH58TEG7D2HBA4C,Toshiba,24,MLC,TH58TEG7D2HBA4C,BGA,4,128,5260356,64,55,107463888,0,0,0,0,0,0,True,MP3,MP3,1Q-2C-1D-4L,3,10000,65280,0,PP-C00878,PP-R00878,1,External,Universal,SF-2281_Board
C20030,20030,SF-2141,SF-2141 64GB Toshiba24 MLC BGA 4xTH58TEG7D2HBA4C (RAISE OFF),Toshiba,24,MLC,TH58TEG7D2HBA4C,BGA,4,128,5260356,64,64,125045424,0,0,0,0,0,0,False,MP3,MP3,1Q-2C-1D-4L,3,10000,65280,0,PP-C00878,PP-R00878,1,External,Universal,SF-2281_Board
C20031,20031,SF-2141,SF-2141 55GB Toshiba24 MLC BGA 2xTH58TEG8D2HBA8C,Toshiba,24,MLC,TH58TEG8D2HBA8C,BGA,2,256,5260369,64,55,107463888,0,0,0,0,0,0,True,MP3,MP3,1Q-2C-1D-4L,3,10000,65280,0,PP-C00878,PP-R00878,1,External,Universal,SF-2281_Board
C20032,20032,SF-2141,SF-2141 64GB Toshiba24 MLC BGA 2xTH58TEG8D2HBA8C (RAISE OFF),Toshiba,24,MLC,TH58TEG8D2HBA8C,BGA,2,256,5260369,64,64,125045424,0,0,0,0,0,0,False,MP3,MP3,1Q-2C-1D-4L,3,10000,65280,0,PP-C00878,PP-R00878,1,External,Universal,SF-2281_Board
C20033,20033,SF-2141,SF-2141 32GB Micron25 MLC TSOP 4xMT29F64G08CBAAAWP (RAISE OFF),Micron,25,MLC,MT29F64G08CBAAAWP,TSOP,4,64,5260371,32,32,62533296,0,0,0,0,0,0,False,MP1p1,MP2,1Q-1C-1D-4L,3,10000,65280,0,PP-C00819,PP-R00819,1,External,Universal,SF-2281_Board
C20034,20034,SF-2141,SF-2141 64GB Micron25 MLC TSOP 4xMT29F128G08CFAAAWP (RAISE OFF),Micron,25,MLC,MT29F128G08CFAAAWP,TSOP,4,128,5260356,64,64,125045424,0,0,0,0,0,0,False,MP1p1,MP2,1Q-2C-1D-4L,3,10000,65280,0,PP-C00820,PP-R00820,1,External,Universal,SF-2281_Board
C20035,20035,SF-2141,SF-2141 16GB Toshiba32 SLC BGA 4xTH58TAG5S2FBA49 (RAISE OFF),Toshiba,32,SLC,TH58TAG5S2FBA49,BGA,4,32,5260356,16,16,31277232,0,0,0,0,0,0,False,MP2,MP2,1Q-2C-1D-4L,3,10000,65280,0,PP-C00876,PP-R00876,1,External,Universal,SF-2281_Board
C20036,20036,SF-2141,SF-2141 32GB Intel25 ccMLC TSOP 4xJS29F64G08ACME2 (RAISE OFF),Intel,25,ccMLC,JS29F64G08ACME2,TSOP,4,64,5260371,32,32,62533296,0,0,0,0,0,0,False,Beta2,MP1,1Q-1C-1D-4L,3,10000,65280,0,PP-C00956,PP-R00956,1,External,Ramaxel,SF-2281_Board
C20037,20037,SF-2141,SF-2141 64GB Micron25 MLC TSOP 8xMT29F64G08CBAAAWP (RAISE OFF),Micron,25,MLC,MT29F64G08CBAAAWP,TSOP,8,64,5260371,64,64,125045424,0,0,0,0,0,0,False,MP2,TBD,1Q-2C-1D-4L-S,3,10000,65280,0,PP-C00959,PP-R00959,1,External,Universal,SF-2281_Board
C20038,20038,SF-2141,SF-2141 48GB Micron25 MLC TSOP 6xMT29F64G08CBAAAWP (RAISE OFF),Micron,25,MLC,MT29F64G08CBAAAWP,TSOP,6,64,5260371,48,48,93789360,0,0,0,0,0,0,False,MP1r4,MP2,1Q-2C-1D-3L-S,3,10000,65280,0,PP-C00993,PP-R00993,1,External,Universal,SF-2281_Board
C20039,20039,SF-2141,SF-2141 24GB Intel25 MLC TSOP 3xJS29F64G08ACME3 (RAISE OFF),Intel,25,MLC,JS29F64G08ACME3,TSOP,3,64,5260371,24,24,46905264,0,0,0,0,0,0,False,MP1r4,TBD,1Q-1C-1D-3L,3,10000,65280,0,PP-C01016,PP-R01016,1,External,Universal,SF-2281_Board
C20040,20040,SF-2141,SF-2141 32GB Intel25 MLC TSOP 4xJS29F64G08ACME3 (RAISE OFF),Intel,25,MLC,JS29F64G08ACME3,TSOP,4,64,5260371,32,32,62533296,0,0,0,0,0,0,False,MP1r4,TBD,1Q-1C-1D-4L,3,10000,65280,0,PP-C01015,PP-R01015,1,External,Universal,SF-2281_Board
C20041,20041,SF-2141,SF-2141 48GB Intel25 MLC TSOP 3xJS29F16B08CCME3 (RAISE OFF),Intel,25,MLC,JS29F16B08CCME3,TSOP,3,128,5260356,48,48,93789360,0,0,0,0,0,0,False,MP1r4,TBD,1Q-2C-1D-3L,3,10000,65280,0,PP-C01018,PP-R01018,1,External,Universal,SF-2281_Board
C20042,20042,SF-2141,SF-2141 64GB Intel25 MLC TSOP 4xJS29F16B08CCME3 (RAISE OFF),Intel,25,MLC,JS29F16B08CCME3,TSOP,4,128,5260356,64,64,125045424,0,0,0,0,0,0,False,MP1r4,TBD,1Q-2C-1D-4L,3,10000,65280,0,PP-C01017,PP-R01017,1,External,Universal,SF-2281_Board
C20044,20044,SF-2141,SF-2141 48GB Intel25 MLC TSOP 6xJS29F64G08ACME3 (RAISE OFF),Intel,25,MLC,JS29F64G08ACME3,TSOP,6,64,5260371,48,48,93789360,0,0,0,0,0,0,False,MP1r4,TBD,1Q-2C-1D-3L-S,3,10000,65280,0,PP-C01023,PP-R01023,1,External,Universal,SF-2281_Board
C20045,20045,SF-2141,SF-2141 64GB Intel25 MLC TSOP 8xJS29F64G08ACME3 (RAISE OFF),Intel,25,MLC,JS29F64G08ACME3,TSOP,8,64,5260371,64,64,125045424,0,0,0,0,0,0,False,MP1r4,TBD,1Q-2C-1D-4L-S,3,10000,65280,0,PP-C01024,PP-R01024,1,External,Universal,SF-2281_Board
C20046,20046,SF-2141,SF-2141 48GB Micron25 MLC TSOP 6xMT29F64G08CBAABWP (RAISE OFF),Micron,25,MLC,MT29F64G08CBAABWP,TSOP,6,64,5260371,48,48,93789360,0,0,0,0,0,0,False,MP2,MP3,1Q-2C-1D-3L-S,3,10000,65280,0,PP-C01053,PP-R01053,1,External,Universal,SF-2281_Board
C20047,20047,SF-2141,SF-2141 64GB Micron25 MLC TSOP 8xMT29F64G08CBAABWP (RAISE OFF),Micron,25,MLC,MT29F64G08CBAABWP,TSOP,8,64,5260371,64,64,125045424,0,0,0,0,0,0,False,MP2,MP3,1Q-2C-1D-4L-S,3,10000,65280,0,PP-C01181,PP-R01181,1,External,Universal,SF-2281_Board
C20048,20048,SF-2141,SF-2141 12GB Toshiba24 MLC BGA 2xTH58TEG6D2HBA4C,Toshiba,24,MLC,TH58TEG6D2HBA4C,BGA,2,64,5260356,16,12,23463216,0,0,0,0,0,0,True,MP3,TBD,1Q-1C-1D-4L,3,10000,65280,0,PP-C01084,PP-R01084,1,External,Universal,SF-2281_Board
C20049,20049,SF-2141,SF-2141 16GB Micron25 MLC TSOP 4xMT29F32G08CBACAWP (RAISE OFF),Micron,25,MLC,MT29F32G08CBACAWP,TSOP,4,32,5260371,16,16,31277232,0,0,0,0,0,0,False,MP3,MP3,1Q-1C-1D-4L,3,10000,65280,0,PP-C01136,PP-R01136,1,External,Universal,SF-2281_Board
C20050,20050,SF-2141,SF-2141 32GB Micron25 MLC TSOP 8xMT29F32G08CBACAWP (RAISE OFF),Micron,25,MLC,MT29F32G08CBACAWP,TSOP,8,32,5260371,32,32,62533296,0,0,0,0,0,0,False,MP3,MP3,1Q-2C-1D-4L-S,3,10000,65280,0,PP-C01182,PP-R01182,1,External,Universal,SF-2281_Board
C20051,20051,SF-2141,SF-2141 24GB 3.3V Intel25 ccMLC TSOP 3xJS29F64G08ACME2 (RAISE OFF),Intel,25,ccMLC,JS29F64G08ACME2,TSOP,3,64,5260371,24,24,46905264,0,0,0,0,0,0,False,Beta2,MP1,1Q-1C-1D-3L,3,10000,65280,0,PP-C01202,PP-R01202,1,External,Adata,SF-2281_Board
C20052,20052,SF-2141,SF-2141 24GB 3.3V Intel25 MLC TSOP 3xJS29F64G08ACME3 (RAISE OFF),Intel,25,MLC,JS29F64G08ACME3,TSOP,3,64,5260371,24,24,46905264,0,0,0,0,0,0,False,MP1r4,TBD,1Q-1C-1D-3L,3,10000,65280,0,PP-C01203,PP-R01203,1,External,Adata,SF-2281_Board
C20053,20053,SF-2141,SF-2141 32GB 3.3V Intel25 ccMLC TSOP 4xJS29F64G08ACME2 (RAISE OFF),Intel,25,ccMLC,JS29F64G08ACME2,TSOP,4,64,5260371,32,32,62533296,0,0,0,0,0,0,False,Beta2,MP1,1Q-1C-1D-4L,3,10000,65280,0,PP-C01204,PP-R01204,1,External,Adata,SF-2281_Board
C20054,20054,SF-2141,SF-2141 32GB 3.3V Intel25 MLC TSOP 4xJS29F64G08ACME3 (RAISE OFF),Intel,25,MLC,JS29F64G08ACME3,TSOP,4,64,5260371,32,32,62533296,0,0,0,0,0,0,False,MP1r4,TBD,1Q-1C-1D-4L,3,10000,65280,0,PP-C01205,PP-R01205,1,External,Adata,SF-2281_Board
C20055,20055,SF-2141,SF-2141 48GB SanDisk24 MLC LGA 3xSDZNPQBHE (RAISE OFF),SanDisk,24,MLC,SDZNPQBHE,LGA,3,128,5260356,48,48,93789360,0,0,0,0,0,0,False,MP3,MP3,1Q-2C-1D-3L,3,10000,65280,0,PP-C01243,PP-R01243,1,External,UniversalSanDisk0,SF-2382_Board
C20056,20056,SF-2141,SF-2141 64GB SanDisk24 MLC LGA 4xSDZNPQBHE (RAISE OFF),SanDisk,24,MLC,SDZNPQBHE,LGA,4,128,5260356,64,64,125045424,0,0,0,0,0,0,False,MP3,MP3,1Q-2C-1D-4L,3,10000,65280,0,PP-C01244,PP-R01244,1,External,UniversalSanDisk0,SF-2281_Board
C20057,20057,SF-2141,SF-2141 32GB Toshiba24 MLC TSOP 4xTC58TEG6D2HTA00 (RAISE OFF),Toshiba,24,MLC,TC58TEG6D2HTA00,TSOP,4,64,5260371,32,32,62533296,0,0,0,0,0,0,False,MP3,MP3,1Q-1C-1D-4L,3,10000,65280,0,PP-C01140,PP-R01140,1,External,Universal,SF-2281_Board
C20058,20058,SF-2141,SF-2141 32GB Micron25 MLC TSOP 4xMT29F64G08CBAABWP (RAISE OFF),Micron,25,MLC,MT29F64G08CBAABWP,TSOP,4,64,5260371,32,32,62533296,0,0,0,0,0,0,False,MP3,MP3,1Q-1C-1D-4L,3,10000,65280,0,PP-C01054,PP-R01054,1,External,Universal,SF-2281_Board
C20059,20059,SF-2141,SF-2141 32GB SanDisk24 MLC TSOP 4xSDTNPQAHE (RAISE OFF),SanDisk,24,MLC,SDTNPQAHE,TSOP,4,64,5260371,32,32,62533296,0,0,0,0,0,0,False,MP3,MP3,1Q-1C-1D-4L,3,10000,65280,0,PP-C01270,PP-R01270,1,External,UniversalSanDisk2,SF-2281_Board
C20060,20060,SF-2141,SF-2141 48GB SanDisk24 MLC TSOP 6xSDTNPQAHE (RAISE OFF),SanDisk,24,MLC,SDTNPQAHE,TSOP,6,64,5260371,48,48,93789360,0,0,0,0,0,0,False,MP3,MP3,1Q-2C-1D-3L-S,3,10000,65280,0,PP-C01263,PP-R01263,1,External,UniversalSanDisk2,SF-2281_Board
C20061,20061,SF-2141,SF-2141 64GB SanDisk24 MLC TSOP 8xSDTNPQAHE (RAISE OFF),SanDisk,24,MLC,SDTNPQAHE,TSOP,8,64,5260371,64,64,125045424,0,0,0,0,0,0,False,MP3,MP3,1Q-2C-1D-4L-S,3,10000,65280,0,PP-C01264,PP-R01264,1,External,UniversalSanDisk2,SF-2281_Board
C20062,20062,SF-2141,SF-2141 24GB Micron25 MLC TSOP 3xMT29F64G08CBAABWP (RAISE OFF),Micron,25,MLC,MT29F64G08CBAABWP,TSOP,3,64,5260371,24,24,46905264,0,0,0,0,0,0,False,MP3,MP3,1Q-1C-1D-3L,3,10000,65280,0,PP-C01276,PP-R01276,1,External,Universal,SF-2281_Board
C20063,20063,SF-2141,SF-2141 32GB Micron25 MLC TSOP 4xMT29F64G08CFACAWP (RAISE OFF),Micron,25,MLC,MT29F64G08CFACAWP,TSOP,4,64,5260356,32,32,62533296,0,0,0,0,0,0,False,MP3,MP3,1Q-2C-1D-4L,3,10000,65280,0,PP-C01277,PP-R01277,1,External,Universal,SF-2281_Board
C20064,20064,SF-2141,SF-2141 24.3GB Micron25 MLC TSOP 3xMT29F64G08CBAABWP (RAISE OFF),Micron,25,MLC,MT29F64G08CBAABWP,TSOP,3,64,5260371,24,24,46905264,0,0,0,0,0,0,False,MP3,MP3,1Q-1C-1D-3L,3,10000,65280,0,PP-C01276,PP-R01276,1,External,Adata,SF-2281_Board
C20065,20065,SF-2141,SF-2141 128GB Toshiba24 MLC TSOP 4xTH58NVG8D2HTA20 (RAISE OFF),Toshiba,24,MLC,TH58NVG8D2HTA20,TSOP,4,256,5260369,128,128,250069680,0,0,0,0,0,0,False,MP3,MP3,1Q-2C-2D-4L,3,10000,65280,0,PP-C01147,PP-R01147,1,External,Universal,SF-2281_Board
C20066,20066,SF-2141,SF-2141 64GB Toshiba24 MLC TSOP 8xTC58NVG6D2HTA00 (RAISE OFF),Toshiba,24,MLC,TC58NVG6D2HTA00,TSOP,8,64,5260371,64,64,125045424,0,0,0,0,0,0,False,TBD,TBD,1Q-2C-1D-4L-S,3,10000,65280,0,PP-C01318,PP-R01318,1,External,Universal,SF-2281_Board
C20067,20067,SF-2141,SF-2141 48GB Toshiba24 MLC TSOP 6xTC58NVG6D2HTA00 (RAISE OFF),Toshiba,24,MLC,TC58NVG6D2HTA00,TSOP,6,64,5260371,48,48,93789360,0,0,0,0,0,0,False,TBD,TBD,1Q-2C-1D-3L-S,3,10000,65280,0,PP-C01317,PP-R01317,1,External,Universal,SF-2281_Board
C20068,20068,SF-2141,SF-2141 55GB Toshiba24 MLC TSOP 8xTC58NVG6D2HTA00,Toshiba,24,MLC,TC58NVG6D2HTA00,TSOP,8,64,5260371,64,55,107463888,0,0,0,0,0,0,True,TBD,TBD,1Q-2C-1D-4L-S,3,10000,65280,0,PP-C01318,PP-R01318,1,External,Universal,SF-2281_Board
C20069,20069,SF-2141,SF-2141 40GB Toshiba24 MLC TSOP 6xTC58NVG6D2HTA00,Toshiba,24,MLC,TC58NVG6D2HTA00,TSOP,6,64,5260371,48,40,78161328,0,0,0,0,0,0,True,TBD,TBD,1Q-2C-1D-3L-S,3,10000,65280,0,PP-C01317,PP-R01317,1,External,Universal,SF-2281_Board
C20070,20070,SF-2141,SF-2141 24GB Micron25 MLC BGA 3xMT29F64G08CBCABH1 (RAISE OFF),Micron,25,MLC,MT29F64G08CBCABH1,BGA,3,64,5260371,24,24,46905264,0,0,0,0,0,0,False,TBD,TBD,1Q-1C-1D-3L,3,10000,65280,0,PP-C00433,PP-R00433,1,External,Universal,SF-2281_Board
C20071,20071,SF-2141,SF-2141 24GB Toshiba24 MLC TSOP 3xTC58TEG6D2HTA00 (RAISE OFF),Toshiba,24,MLC,TC58TEG6D2HTA00,TSOP,3,64,5260371,24,24,46905264,0,0,0,0,0,0,False,TBD,TBD,1Q-1C-1D-3L,3,10000,65280,0,PP-C01349,PP-R01349,1,External,Universal,SF-2281_Board
C20072,20072,SF-2141,SF-2141 32GB SanDisk24 MLC LGA 2xSDZNPQBHE (RAISE OFF),SanDisk,24,MLC,SDZNPQBHE,LGA,2,128,5260356,32,32,62533296,0,0,0,0,0,0,False,TBD,TBD,1Q-1C-1D-4L,3,10000,65280,0,PP-C01270,PP-R01270,1,External,UniversalSanDisk0,SF-2281_Board
C20073,20073,SF-2141,SF-2141 55GB SanDisk24 MLC LGA 4xSDZNPQBHE,SanDisk,24,MLC,SDZNPQBHE,LGA,4,128,5260356,64,55,107463888,0,0,0,0,0,0,True,TBD,TBD,1Q-2C-1D-4L,3,10000,65280,0,PP-C01244,PP-R01244,1,External,UniversalSanDisk0,SF-2281_Board
C20074,20074,SF-2141,SF-2141 64GB SanDisk24 MLC LGA 2xSDZNPQCHE (RAISE OFF),SanDisk,24,MLC,SDZNPQCHE,LGA,2,256,5260369,64,64,125045424,0,0,0,0,0,0,False,TBD,TBD,1Q-2C-1D-4L,3,10000,65280,0,PP-C01244,PP-R01244,1,External,UniversalSanDisk0,SF-2281_Board
C20075,20075,SF-2141,SF-2141 55GB SanDisk24 MLC LGA 2xSDZNPQCHE,SanDisk,24,MLC,SDZNPQCHE,LGA,2,256,5260369,64,55,107463888,0,0,0,0,0,0,True,TBD,TBD,1Q-2C-1D-4L,3,10000,65280,0,PP-C01244,PP-R01244,1,External,UniversalSanDisk0,SF-2281_Board
C20076,20076,SF-2141,SF-2141 64GB Micron20 MLC TSOP 8xMT29F64G08CBABAWP (RAISE OFF),Micron,20,MLC,MT29F64G08CBABAWP,TSOP,8,64,5260371,64,64,125045424,0,0,0,0,0,0,False,TBD,TBD,1Q-2C-1D-4L-S,3,10000,65280,0,PP-C01301,PP-R01301,1,External,Universal,SF-2281_Board
