2092,2093,2093P,2095,2096P,2096,2096PT,2096T
38,Samsung,2GB,MLC-4K,K9LAG08U0A,EC D5 55 A5,1CE,4b/512B,51nm,8bit,Y,Y,Y,Y,Y,Y,,
39,Samsung,2GB,MLC-4K,K9GAG08U0M,EC D5 14 B6,1CE,4b/512B,51nm,8Bit,Y,Y,Y,Y,Y,Y,,
40,Samsung,2GB,MLC-2K,K9LAG08U0M,EC D5 55 25,1CE,4b/512B,60nm,8Bit,Y,Y,Y,Y,Y,Y,,
41,Samsung,2GB,MLC-2K,K9HAG08U1M,EC D3 55 25,2CE,4b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y,,
42,Samsung,2GB,SLC-4K,K9KAG08U0M,EC D5 51 A6,1CE,1b/512B,51nm,8Bit,Y,Y,Y,Y,Y,Y,,
43,Samsung,2GB,SLC-2K,K9WAG08U1B,EC D3 51 95,2CE,1b/512B,60nm,8Bit,Y,Y,Y,Y,Y,Y,,
44,Samsung,2GB,SLC-2K,K9WAG08U1A,EC D3 51 95,2CE,1b/512B,60nm,8bit,Y,Y,Y,Y,Y,Y
45,Samsung,2GB,SLC-2K,K9WAG08U1M,EC D3 51 95,2CE,1b/512B,70nm,8Bit,Y,Y,Y,Y,Y,Y
46,Samsung,1GB,MLC-8K,K9G8G08U0C,EC D3 84 72 50,1CE,24b/1KB,32nm,8bit,N,N,Y,Y,Y,Y
47,Samsung,1GB,MLC-2K,K9G8G08U0B,EC D3 14 A5,1CE,4b/512B,59nm,8Bit,Y,Y,Y,Y,Y,Y
48,Samsung,1GB,MLC-2K,K9G8G08U0B,EC 00 00 00,1CE,4b/512B,59nm,8Bit,Y,Y,Y,Y,Y,Y
49,Samsung,1GB,MLC-2K,K9G8G08U0A,EC D3 14 A5,1CE,4b/512B,51nm,8Bit,Y,Y,Y,Y,Y,Y
50,Samsung,1GB,MLC-2K,K9G8G08U0M,EC D3 14 25,1CE,4b/512B,60nm,8Bit,Y,Y,Y,Y,Y,Y
51,Samsung,1GB,MLC-2K,K9L8G08U0A,EC D3 55 25,1CE,4b/512B,60nm,8bit,Y,Y,Y,Y,Y,Y
52,Samsung,1GB,MLC-2K,K9L8G08U0M,EC D3 55 25,1CE,4b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y
53,Samsung,1GB,SLC-4K,K9F8G08U0M,EC D3 10 A6,1CE,1b/512B,51nm,8Bit,Y,Y,Y,Y,Y,Y
54,Samsung,1GB,SLC-2K,K9W8G08U1M,EC DC C1 15,2CE,1b/512B,70nm,8Bit,Y,Y,Y,Y,Y,Y
55,Samsung,1GB,SLC-2K,K9K8G08U0A,EC D3 51 95,1CE,1b/512B,60nm,8Bit,Y,Y,Y,Y,Y,Y
56,Samsung,1GB,SLC-2K,K9K8G08U0B,EC D3 51 95,1CE,1b/512B,60nm,8Bit,Y,Y,Y,Y,Y,Y
57,Samsung,1GB,SLC-2K,K9K8G08U0M,EC D3 51 95,1CE,1b/512B,70nm,8bit,Y,Y,Y,Y,Y,Y
58,Samsung,1GB,SLC-2K,K9K8G08U1A,EC DC 10 95,2CE,1b/512B,60nm,8Bit,Y,Y,Y,Y,Y,Y
59,Samsung,1GB,SLC-2K,K9K8G08U1M,EC DC 10 95,2CE,1b/512B,70nm,8Bit,Y,Y,Y,Y,Y,Y
60,Samsung,512MB,MLC-2K,K9G4G08U0A,EC DC 14 25,1CE,4b/512B,60nm,8Bit,Y,Y,Y,Y,Y,Y
61,Samsung,512MB,MLC-2K,K9G4G08U0B,EC DC 14 A5,1CE,4b/512B,60nm,8Bit,Y,Y,Y,Y,Y,Y
62,Samsung,512MB,MLC-2K,K9G4G08U0M,EC DC 14 25,1CE,4b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y
63,Samsung,512MB,SLC-2K,K9F4G08U0A,EC DC 10 95,1CE,1b/512B,60nm,8Bit,Y,Y,Y,Y,Y,Y
64,Samsung,512MB,SLC-2K,K9F4G08U0B,EC DC 10 95,1CE,1b/512B,60nm,8bit,Y,Y,Y,Y,Y,Y
65,Samsung,512MB,SLC-2K,K9F4G08U0M,EC DC 10 95,1CE,1b/512B,70nm,8Bit,Y,Y,Y,Y,Y,Y
66,Samsung,512MB,SLC-2K,K9K4G08U0M,EC DC C1 15,1CE,1b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y
67,Samsung,512MB,SLC-2K,K9W4G08U1M,EC DA C1 15,2CE,1b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y
68,Samsung,512MB,SLC-2K,K9K4G16U0x,EC CC C1 55,1CE,1b/512B,,16Bit,Y,Y,Y,Y,Y,Y
69,Samsung,256MB,MLC-2K,K9G2G08U0M,EC DA 14 25,1CE,4b/512B,60nm,8bit,Y,Y,Y,Y,Y,Y
70,Samsung,256MB,MLC-2K,K522F1GACM,EC AA 00 15,1CE,,,8Bit,Y,Y,Y,Y,Y,Y
71,Samsung,256MB,MLC-512,KBE00S003M,EC 71 A5 C0,1CE,1b/512B,,8Bit,Y,Y,Y,Y,Y,Y
72,Samsung,256MB,MLC-512,KAG00600S,EC 71 5A 3F,1CE,,,8Bit,Y,Y,Y,Y,Y,Y
73,Samsung,256MB,SLC-2K,K9K2G08U0x,EC DA 80 15,1CE,1b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y
74,Samsung,256MB,SLC-2K,K9K2G08U0M,EC DA C1 15,1CE,1b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y
75,Samsung,256MB,SLC-2K,K9F2G08U0A,EC DA 10 95,1CE,1b/512B,60nm,8Bit,Y,Y,Y,Y,Y,Y
76,Samsung,256MB,SLC-2K,K9F2G08U0B,EC DA 10 95,1CE,1b/528B,60nm,8Bit,Y,Y,Y,Y,Y,Y
77,Samsung,256MB,SLC-2K,K9F2G08U0M,EC DA 80 15,1CE,1b/512B,90nm,8bit,Y,Y,Y,Y,Y,Y
78,Samsung,256MB,SLC-2K,K9F2G08R0M,EC AA 80 15,1CE,1b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y
79,Samsung,256MB,SLC-2K,K9F2G16U0x,EC CA 80 55,1CE,1b/512B,,16Bit,Y,Y,Y,Y,Y,Y
80,Samsung,128MB,SLC-2K,K9F1G08U0C,EC F1 00 95,1CE,1b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y
81,Samsung,128MB,SLC-2K,K9F1G08U0B,EC F1 00 95,1CE,1b/512B,60nm,8Bit,Y,Y,Y,Y,Y,Y
82,Samsung,128MB,SLC-2K,K9F1G08U0A,EC F1 80 15,1CE,1b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y
83,Samsung,128MB,SLC-2K,K9F1G08U0M,EC F1 80 15,1CE,1b/512B,90nm,8bit,Y,Y,Y,Y,Y,Y
84,Samsung,128MB,SLC-2K,K9F1G08U0M,EC F1 80 10,1CE,1b/512B,90nm,8bit,Y,Y,Y,Y,Y,Y
85,Samsung,128MB,SLC-2K,K9F1G16U0M,EC B1 00 55,1CE,1b/512B,,16Bit,Y,Y,Y,Y,Y,Y
86,Samsung,128MB,SLC-2K,K9F1G16U0M,EC C1 80 55,1CE,1b/512B,,16Bit,Y,Y,Y,Y,Y,Y
87,Samsung,128MB,SLC-512,K9K1G08U0A,EC 79 A5 C0,1CE,1b/512B,,8Bit,Y,Y,N,N,Y,Y,,
88,Samsung,128MB,SLC-512,K9K1G08U0M,EC 79 A5 C0,1CE,1b/512B,,8Bit,Y,Y,N,N,Y,Y,,
89,Samsung,128MB,SLC-512,K9K1G08U0X,EC 78 5A 3F,1CE,1b/512B,,8Bit,Y,Y,N,N,Y,Y,,
90,Samsung,64MB,SLC-512,K9F1208U0B,EC 76 A5 C0,1CE,1b/512B,,8Bit,Y,Y,N,N,Y,Y,,
91,Samsung,64MB,SLC-512,K9F1208R0B,EC 36 A5 C0,1CE,1b/512B,,8Bit,Y,Y,N,N,Y,Y,,
92,Samsung,64MB,SLC-512,K9F1208U0A,EC 76 A5 C0,1CE,1b/512B,,8bit,Y,Y,N,N,Y,Y,,
93,Samsung,64MB,SLC-512,K9F1208U0M,EC 76 A5 C0,1CE,1b/512B,,8Bit,Y,Y,N,N,Y,Y,,
94,Samsung,64MB,SLC-512,K9K1208U0C,EC 76 A5 BD,1CE,1b/512B,,8Bit,Y,Y,N,N,Y,Y,,
95,Samsung,64MB,SLC-512,K9F1208U0C,EC 76 5A 3F,1CE,1b/512B,,8Bit,Y,Y,N,N,Y,Y,,
96,Samsung,32MB,SLC-512,K9F5608U0C,EC 75 A5 BD,1CE,1b/512B,,8Bit,Y,Y,N,N,Y,Y,,
97,Samsung,32MB,SLC-512,K9F5608R0D,EC 35 A5 BD,1CE,1b/512B,,8Bit,Y,Y,N,N,Y,Y,,
98,Samsung,32MB,SLC-512,K9F5608U0B,EC 75 A5 BD,1CE,1b/512B,,8Bit,Y,Y,N,N,Y,Y,,
99,Samsung,32MB,SLC-512,K9F5608U0A,EC 75 A5 BD,1CE,1b/512B,,8Bit,Y,Y,N,N,Y,Y,,
100,Samsung,16MB,SLC-512,K9F2808U0B,EC 73 A5 EC,1CE,1b/512B,,8bit,Y,Y,N,N,Y,Y,,
101,Samsung,16MB,SLC-512,K9F2808U0C,EC 73 A5 33,1CE,1b/512B,,8Bit,Y,Y,N,N,Y,Y,,
102,Toshiba,32GB,MLC-8K,TH58NVG8D2ELA89,98 DE 95 32,4CE,24b/1KB,43nm,8Bit,N,Y,Y,Y,Y,Y,,
103,Toshiba,32GB,MLC-8K,TH58NVG8D2FLA89,98 EE 95 32 7A 55,4CE,24b/1KB,32nm,8Bit,N,N,Y,Y,Y,Y,,
104,Toshiba,16GB,MLC-8K,TOSHIBA_98E79432,98 E7 94 32 76 55,4CE,24b/1KB,32nm,8bit,N,N,Y,Y,Y,Y,,
105,Toshiba,8GB,TLC-8K,TC58NVG6T2FTA00(D3,98 DE A8 82 7A D5,1CE,60b/1KB,32nm,8Bit,N,N,N,N,N,N,Y,Y
106,Toshiba,8GB,TLC-8K,TC58NVG6T2FTA00,98 DE A8 82 7A 55,1CE,60b/1KB,32nm,8Bit,N,N,N,N,N,N,Y,Y
107,Toshiba,8GB,TLC-8K,TH58NVG6T2ETA2A_2,98 D7 99 B2,2CE,24b/1KB,43nm,8Bit,N,N,Y,Y,Y,Y,,
108,Toshiba,8GB,TLC-8K,TH58NVG6T2ETA20,98 D7 98 B2,2CE,24b/1KB,43nm,8Bit,N,N,Y,Y,Y,Y,,
109,Toshiba,8GB,TLC-8K,TH58NVG6T2ETA2A,98 DE 9A B2,1CE,,,,N,N,N,N,Y,Y,,
110,Toshiba,8GB,MLC-8K,TC58NVG6D2GTA00,98 DE 94 82 76 56,1CE,40b/1KB,24nm,8bit,N,N,N,N,Y,Y,Y,Y
111,Toshiba,8GB,MLC-8K,TC58NVG6D2HTA00,98 DE A4 82 76 56,1CE,40b/1KB,24nm,8bit,N,N,N,N,Y,Y,Y,Y
112,Toshiba,8GB,MLC-8K,TH58NVG6D2FTA20,98 D7 94 32 76 55,2CE,24b/1KB,32nm,8Bit,N,N,Y,Y,Y,Y,,
113,Toshiba,8GB,MLC-8K,TH58NVG6D2ETA20,98 D7 95 32 7A,2CE,24b/1KB,43nm,8Bit,N,Y,Y,Y,Y,Y,,
114,Toshiba,8GB,MLC-4K,TH58NVG6D1DTG20,98 D7 95 BA,2CE,8b/512B,56nm,8Bit,Y,Y,Y,Y,Y,Y,,
115,Toshiba,8GB,MLC-4K,TH58NVG6D1DTG80,98 D5 94 BA,4CE,8b/512B,56nm,8Bit,Y,Y,Y,Y,Y,Y,,
116,Toshiba,4GB,TLC-8K,TC58NVG5T2FTA00(D3,98 D7 98 B2 76 D5,1CE,60b/1KB,32nm,8Bit,N,N,N,N,N,N,Y,Y
117,Toshiba,4GB,TLC-8K,TC58NVG5T2FTA00,98 D7 98 82 76 55,1CE,60b/1KB,32nm,8Bit,N,N,N,N,N,N,Y,Y
118,Toshiba,4GB,TLC-8K,TC58NVG5T2FTA00,98 D7 98 82 76 D5,1CE,60b/1KB,32nm,8Bit,N,N,N,N,N,N,Y,Y
119,Toshiba,4GB,TLC-8K,TH58NVG5T2ETA20,98 D5 98 B2,2CE,24b/1KB,43nm,8Bit,N,N,Y,Y,Y,Y,,
120,Toshiba,4GB,TLC-8K,TC58NVG5T2ETA20,98 D7 99 B2,1CE,24b/1KB,43nm,8Bit,N,N,Y,Y,Y,Y,,
121,Toshiba,4GB,TLC-8K,TC58NVG5T2ETA00,98 D7 98 B2,1CE,24b/1KB,43nm,8Bit,N,N,Y,Y,Y,Y,,
122,Toshiba,4GB,TLC-8K,TC58NVG5T2ETA00X,98 D7 80 B2,1CE,24b/1KB,43nm,8Bit,N,N,Y,Y,Y,Y,,
123,Toshiba,4GB,TLC-8K,TH58NVG5T2DTG20,98 D5 98 83,2CE,24b/1KB,56nm,8Bit,N,N,Y,Y,Y,Y,,
124,Toshiba,4GB,MLC-8K,TC58NVG5D2GTA00,98 D7 94 32 76 56,1CE,40b/1KB,24nm,8bit,N,N,N,N,Y,Y,Y,Y
125,Toshiba,4GB,MLC-8K,TC58NVG5D2ELA48,98 D7 94 32,1CE,24b/1KB,43nm,8Bit,N,Y,Y,Y,Y,Y,,
126,Toshiba,4GB,MLC-8K,TC58NVG5D2FX,98 D7 94 32 76 D5,1CE,24b/1KB,32nm,8Bit,N,N,Y,Y,Y,Y,,
127,Toshiba,4GB,MLC-8K,TC58NVG5D2FTA00,98 D7 94 32 76 55,1CE,24b/1KB,32nm,8Bit,N,N,Y,Y,Y,Y,,
128,Toshiba,4GB,MLC-8K,TH58NVG5D2ETA20,98 D5 94 32,2CE,24b/1KB,43nm,8Bit,N,Y,Y,Y,Y,Y,,
129,Toshiba,4GB,MLC-8K,TC58NVG5D2ETA20,98 D7 95 32 7A,2CE,24b/1KB,43nm,8Bit,N,Y,Y,Y,Y,Y,,
130,Toshiba,4GB,MLC-8K,TC58NVG5D2ETA00,98 D7 95 32 76,1CE,24b/1KB,43nm,8Bit,N,Y,Y,Y,Y,Y,,
131,Toshiba,4GB,MLC-8K,TC58NVG5D2ETG00,98 D5 95 32,1CE,24b/1KB,43nm,8Bit,N,Y,Y,Y,Y,Y,,
132,Toshiba,4GB,MLC-4K,TH58NVG5D1DTG20,98 D5 94 BA,2CE,8b/512B,56nm,8Bit,Y,Y,Y,Y,Y,Y,,
133,Toshiba,4GB,MLC-2K,TH58NVG5D4CTG20,98 D5 85 A5,2CE,4b/512B,70nm,8Bit,Y,Y,Y,Y,Y,Y,,
134,Toshiba,2GB,TLC-8K,TC58NVG4T2FTA00,98 D5 88 82 72 55,1CE,60b/1KB,32nm,8Bit,N,N,N,N,N,N,Y,Y
135,Toshiba,2GB,TLC-8K,TC58NVG4T2FTA00(D3,98 D5 88 82 72 D5,1CE,60b/1KB,32nm,8Bit,N,N,N,N,N,N,Y,Y
136,Toshiba,2GB,TLC-8K,TH58NVG4T2DTG00,98 D5 98 83,1CE,24b/1KB,56nm,8Bit,N,N,Y,Y,Y,Y,,
137,Toshiba,2GB,TLC-8K,TH58NVG4T2ETA00,98 D5 98 B2,1CE,24b/1KB,43nm,8Bit,N,N,Y,Y,Y,Y,,
138,Toshiba,2GB,MLC-8K,TC58NVG4D2FTA00,98 D5 94 32 76 55,1CE,24b/1KB,32nm,8Bit,N,N,Y,Y,Y,Y,,
139,Toshiba,2GB,MLC-8K,TC58NVG4D2FTA-A,98 D5 94 76 55 0A,1CE,24b/1KB,32nm,8Bit,N,N,Y,Y,Y,Y,,
140,Toshiba,2GB,MLC-8K,TC58NVG4D2ETA00,98 D5 94 32,1CE,24b/1KB,43nm,8Bit,N,Y,Y,Y,Y,Y,,
141,Toshiba,2GB,MLC-8K,TC58NVG4D2ETA00/X,98 D5 84 32,1CE,24b/1KB,43nm,8Bit,N,Y,Y,Y,Y,Y,,
142,Toshiba,2GB,MLC-4K,TC58NVG4D1DTG00,98 D5 94 BA,1CE,8b/512B,56nm,8Bit,Y,Y,Y,Y,Y,Y,,
143,Toshiba,2GB,MLC-4K,TC58NVG4D1DTG00X,98 C5 94 BA,1CE,8b/512B,56nm,8Bit,Y,Y,Y,Y,Y,Y,,
144,Toshiba,2GB,MLC-4K,TC58NVG4D2DTG00,98 D5 94 FA,1CE,,56nm,16Bit,Y,Y,Y,Y,Y,Y,,
145,Toshiba,2GB,MLC-2K,TH58NVG4D4CTG00,98 D5 85 A5,1CE,4b/512B,70nm,8Bit,Y,Y,Y,Y,Y,Y,,
146,Toshiba,2GB,SLC-2K,TC58NVG4S2E,98 D5 D0 22 76 55,1CE,,,,,Y,Y,Y,Y,Y,,
147,Toshiba,1GB,SLC-4K,TC58NVG3S0E,98 D3 90 26 76 14,1CE,,,8Bit,N,N,N,N,Y,Y,,
148,Toshiba,1GB,MLC-8K,TC58NVG3D2ETA00,98 D3 84 32,1CE,24b/1KB,43nm,8Bit,N,Y,Y,Y,Y,Y,,
149,Toshiba,1GB,MLC-8K,TC58NVG3D2ETA00/X,98 D3 94 32,1CE,,43nm,8Bit,N,Y,Y,Y,Y,Y,,
150,Toshiba,1GB,MLC-4K,TC58NVG3D1DTG00,98 C3 94 BA,1CE,8b/512B,56nm,16Bit,N,Y,Y,Y,Y,Y,,
151,Toshiba,1GB,MLC-4K,TC58NVG3D1DTG00,98 D3 94 BA,1CE,8b/512B,56nm,8Bit,Y,Y,Y,Y,Y,Y,,
152,Toshiba,1GB,MLC-4K,TC58NVG3D1DTG00,98 D3 84 BA,1CE,8b/512B,56nm,8Bit,Y,Y,Y,Y,Y,Y,,
153,Toshiba,1GB,MLC-2K,TC58NVG3D4CX,98 D3 84 A5 E6,1CE,,70nm,8Bit,N,Y,Y,Y,Y,Y,,
154,Toshiba,1GB,MLC-2K,TC58NVG3D4CX1,98 D3 84 A5 66,1CE,,70nm,8Bit,N,Y,Y,Y,Y,Y,,
155,Toshiba,1GB,MLC-2K,TC58NVG3D4CX2,98 D3 84 A5 66,1CE,,70nm,8Bit,N,Y,Y,Y,Y,Y,,
156,Toshiba,1GB,MLC-2K,TC58NVG3D4CTG10,98 D3 84 A5,1CE,4b/512B,70nm,8Bit,Y,Y,Y,Y,Y,Y,,
157,Toshiba,1GB,MLC-2K,TH58NVG3D4BTG00,98 D3 85 A5,1CE,4b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y,,
158,Toshiba,1GB,MLC-2K,TC58NVG3D9CTG00,98 D3 84 E5,1CE,4b/512B,70nm,16Bit,Y,Y,Y,Y,Y,Y,,
159,Toshiba,512MB,MLC-4K,TC58NVG2D1DTG00,98 DC 94 BA,1CE,8b/512B,56nm,8Bit,Y,Y,Y,Y,Y,Y,,
160,Toshiba,512MB,MLC-2K,TC58NVG2D4BFT00,98 DC 84 A5,1CE,4b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y,,
161,Toshiba,512MB,MLC-2K,TC58NVG2DXB,98 DC 84 25,1CE,,90nm,8Bit,N,Y,Y,Y,Y,Y,,
162,Toshiba,512MB,MLC-2K,TC58NVG2D9BFT00,98 DC 84 E5,1CE,4b/512B,90nm,16Bit,Y,Y,Y,Y,Y,Y,,
163,Toshiba,512MB,SLC-2K,TH58NVG2S3B,98 DC 81 95,2CE,1b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y,,
164,Toshiba,256MB,MLC-2K,TC58NVG1D4BTG00,98 DA 84 A5,1CE,4b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y,,
165,Toshiba,256MB,MLC-2K,TC58NVG1S3ETA00,98 DA 90 15,1CE,,43nm,8Bit,Y,Y,Y,Y,Y,Y,,
166,Toshiba,256MB,MLC-2K,TC58NVG1S3ETA00(S),98 DA 90 95,1CE,,43nm,8Bit,,Y,Y,Y,Y,Y,,
167,Toshiba,256MB,MLC-512,TC58DVG14B1FT00,98 DA 80 95,1CE,4b/512B,130nm,8Bit,Y,Y,Y,Y,Y,Y,,
168,Toshiba,256MB,MLC-512,TC58DVG14B1FT00,98 DA A5 C0,1CE,1b/512B,130nm,8Bit,Y,Y,Y,Y,Y,Y,,
169,Toshiba,256MB,SLC-2K,TC58NVG1S3BFT,98 DA 81 95,1CE,1b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y,,
170,Toshiba,256MB,SLC-2K,TC58NVG1S3B,98 DA 80 95,1CE,1b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y,,
171,Toshiba,256MB,SLC-2K,TC58NVG1S3BTA00,98 DA 00 15,1CE,,,8Bit,Y,Y,Y,Y,Y,Y,,
172,Toshiba,256MB,SLC-2K,TH58NVG1S3AFT,98 DA 81 95,2CE,1b/512B,130nm,8Bit,Y,Y,Y,Y,Y,Y,,
173,Toshiba,256MB,SLC-512,TY8000CC10C0GG,98 CC 91 D5,1CE,1b/512B,,8Bit,Y,Y,Y,Y,Y,Y
174,Toshiba,128MB,MLC-2K,TC58NVG0S3ETA00,98 D1 90 15,1CE,,43nm,8Bit,N,Y,Y,Y,Y,Y
175,Toshiba,128MB,MLC-512,TC58DVG04B1FT00,98 79 A5 C0,1CE,4b/512B,130nm,8Bit,Y,Y,Y,Y,Y,Y
176,Toshiba,128MB,SLC-2K,TC58NVG0S3BTG00,98 F1 90 95,1CE,,90nm,8Bit,Y,Y,Y,Y,Y,Y
177,Toshiba,128MB,SLC-2K,TOSHIBA_98F18495,98 F1 84 95,1CE,,,8Bit,Y,Y,Y,Y,Y,Y
178,Toshiba,128MB,SLC-2K,TC58NVG0S3BFT,98 F1 80 95,1CE,1b/512B,90nm,8Bit,Y,Y,Y,Y,Y,Y
179,Toshiba,128MB,SLC-2K,TC58NVG0S3AFT,98 F1 80 95,1CE,1b/512B,130nm,8Bit,Y,Y,Y,Y,Y,Y
180,Toshiba,128MB,SLC-512,TC58DVG02A1FT,98 79 A5 C0,1CE,1b/512B,130nm,8Bit,Y,Y,N,N,Y,Y
181,Toshiba,128MB,SLC-512,TY9000A800AOGG,98 78 A5 C0,1CE,1b/512B,,8Bit,Y,Y,N,N,Y,Y
